Geography,Year,Sex,Age,Disease Name,Case Counts
Z1.3,2022Q3,FEMALE,ALL,Non-infectious Syphilis,0.0
Z1.3,2022Q3,MALE,ALL,Gonorrhea,9.0
Z1.3,2022Q3,MALE,ALL,Infectious Syphilis,2.0
Z1.3,2022Q3,MALE,ALL,Non-infectious Syphilis,2.0
Z1.3,2022Q3,BOTH,ALL,Gonorrhea,14.0
Z1.3,2022Q3,BOTH,ALL,Infectious Syphilis,3.0
Z1.3,2022Q3,BOTH,ALL,Non-infectious Syphilis,2.0
Z1.4,2019Q1,FEMALE,ALL,Gonorrhea,4.0
Z1.4,2019Q1,FEMALE,ALL,Infectious Syphilis,5.0
Z1.4,2019Q1,FEMALE,ALL,Non-infectious Syphilis,1.0
Z1.4,2019Q1,MALE,ALL,Gonorrhea,7.0
Z1.4,2019Q1,MALE,ALL,Infectious Syphilis,4.0
Z1.4,2019Q1,MALE,ALL,Non-infectious Syphilis,2.0
Z1.4,2019Q1,BOTH,ALL,Gonorrhea,11.0
Z1.4,2019Q1,BOTH,ALL,Infectious Syphilis,9.0
Z1.4,2019Q1,BOTH,ALL,Non-infectious Syphilis,3.0
Z1.4,2019Q2,FEMALE,ALL,Gonorrhea,6.0
Z1.4,2019Q2,FEMALE,ALL,Infectious Syphilis,1.0
Z1.4,2019Q2,FEMALE,ALL,Non-infectious Syphilis,0.0
Z1.4,2019Q2,MALE,ALL,Gonorrhea,14.0
Z1.4,2019Q2,MALE,ALL,Infectious Syphilis,3.0
Z1.4,2019Q2,MALE,ALL,Non-infectious Syphilis,0.0
Z1.4,2019Q2,BOTH,ALL,Gonorrhea,20.0
Z1.4,2019Q2,BOTH,ALL,Infectious Syphilis,4.0
Z1.4,2019Q2,BOTH,ALL,Non-infectious Syphilis,0.0
Z1.4,2019Q3,FEMALE,ALL,Gonorrhea,0.0
Z1.4,2019Q3,FEMALE,ALL,Infectious Syphilis,0.0
Z1.4,2019Q3,FEMALE,ALL,Non-infectious Syphilis,0.0
Z1.4,2019Q3,MALE,ALL,Gonorrhea,4.0
Z1.4,2019Q3,MALE,ALL,Infectious Syphilis,1.0
Z1.4,2019Q3,MALE,ALL,Non-infectious Syphilis,0.0
Z1.4,2019Q3,BOTH,ALL,Gonorrhea,4.0
Z1.4,2019Q3,BOTH,ALL,Infectious Syphilis,1.0
Z1.4,2019Q3,BOTH,ALL,Non-infectious Syphilis,0.0
Z1.4,2019Q4,FEMALE,ALL,Gonorrhea,5.0
Z1.4,2019Q4,FEMALE,ALL,Infectious Syphilis,1.0
Z1.4,2019Q4,FEMALE,ALL,Non-infectious Syphilis,0.0
Z1.4,2019Q4,MALE,ALL,Gonorrhea,7.0
Z1.4,2019Q4,MALE,ALL,Infectious Syphilis,0.0
Z1.4,2019Q4,MALE,ALL,Non-infectious Syphilis,0.0
Z1.4,2019Q4,BOTH,ALL,Gonorrhea,12.0
Z1.4,2019Q4,BOTH,ALL,Infectious Syphilis,1.0
Z1.4,2019Q4,BOTH,ALL,Non-infectious Syphilis,0.0
Z1.4,2020Q1,FEMALE,ALL,Gonorrhea,2.0
Z1.4,2020Q1,FEMALE,ALL,Infectious Syphilis,2.0
Z1.4,2020Q1,FEMALE,ALL,Non-infectious Syphilis,0.0
Z1.4,2020Q1,MALE,ALL,Gonorrhea,3.0
Z1.4,2020Q1,MALE,ALL,Infectious Syphilis,1.0
Z1.4,2020Q1,MALE,ALL,Non-infectious Syphilis,1.0
Z1.4,2020Q1,BOTH,ALL,Gonorrhea,5.0
Z1.4,2020Q1,BOTH,ALL,Infectious Syphilis,3.0
Z1.4,2020Q1,BOTH,ALL,Non-infectious Syphilis,1.0
Z1.4,2020Q2,FEMALE,ALL,Gonorrhea,0.0
Z1.4,2020Q2,FEMALE,ALL,Infectious Syphilis,0.0
Z1.4,2020Q2,FEMALE,ALL,Non-infectious Syphilis,0.0
Z1.4,2020Q2,MALE,ALL,Gonorrhea,1.0
Z1.4,2020Q2,MALE,ALL,Infectious Syphilis,1.0
Z1.4,2020Q2,MALE,ALL,Non-infectious Syphilis,1.0
Z1.4,2020Q2,BOTH,ALL,Gonorrhea,1.0
Z1.4,2020Q2,BOTH,ALL,Infectious Syphilis,1.0
Z1.4,2020Q2,BOTH,ALL,Non-infectious Syphilis,1.0
Z1.4,2020Q3,FEMALE,ALL,Gonorrhea,3.0
Z1.4,2020Q3,FEMALE,ALL,Infectious Syphilis,1.0
Z1.4,2020Q3,FEMALE,ALL,Non-infectious Syphilis,0.0
Z1.4,2020Q3,MALE,ALL,Gonorrhea,1.0
Z1.4,2020Q3,MALE,ALL,Infectious Syphilis,0.0
Z1.4,2020Q3,MALE,ALL,Non-infectious Syphilis,1.0
Z1.4,2020Q3,BOTH,ALL,Gonorrhea,4.0
Z1.4,2020Q3,BOTH,ALL,Infectious Syphilis,1.0
Z1.4,2020Q3,BOTH,ALL,Non-infectious Syphilis,1.0
Z1.4,2020Q4,FEMALE,ALL,Gonorrhea,5.0
Z1.4,2020Q4,FEMALE,ALL,Infectious Syphilis,1.0
Z1.4,2020Q4,FEMALE,ALL,Non-infectious Syphilis,0.0
Z1.4,2020Q4,MALE,ALL,Gonorrhea,7.0
Z1.4,2020Q4,MALE,ALL,Infectious Syphilis,0.0
Z1.4,2020Q4,MALE,ALL,Non-infectious Syphilis,0.0
Z1.4,2020Q4,BOTH,ALL,Gonorrhea,12.0
Z1.4,2020Q4,BOTH,ALL,Infectious Syphilis,1.0
Z1.4,2020Q4,BOTH,ALL,Non-infectious Syphilis,0.0
Z1.4,2021Q1,FEMALE,ALL,Gonorrhea,9.0
Z1.4,2021Q1,FEMALE,ALL,Infectious Syphilis,0.0
Z1.4,2021Q1,FEMALE,ALL,Non-infectious Syphilis,0.0
Z1.4,2021Q1,MALE,ALL,Gonorrhea,6.0
Z1.4,2021Q1,MALE,ALL,Infectious Syphilis,1.0
Z1.4,2021Q1,MALE,ALL,Non-infectious Syphilis,0.0
Z1.4,2021Q1,BOTH,ALL,Gonorrhea,15.0
Z1.4,2021Q1,BOTH,ALL,Infectious Syphilis,1.0
Z1.4,2021Q1,BOTH,ALL,Non-infectious Syphilis,0.0
Z1.4,2021Q2,FEMALE,ALL,Gonorrhea,3.0
Z1.4,2021Q2,FEMALE,ALL,Infectious Syphilis,3.0
Z1.4,2021Q2,FEMALE,ALL,Non-infectious Syphilis,0.0
Z1.4,2021Q2,MALE,ALL,Gonorrhea,5.0
Z1.4,2021Q2,MALE,ALL,Infectious Syphilis,2.0
Z1.4,2021Q2,MALE,ALL,Non-infectious Syphilis,1.0
Z1.4,2021Q2,BOTH,ALL,Gonorrhea,8.0
Z1.4,2021Q2,BOTH,ALL,Infectious Syphilis,5.0
Z1.4,2021Q2,BOTH,ALL,Non-infectious Syphilis,1.0
Z1.4,2021Q3,FEMALE,ALL,Gonorrhea,2.0
Z1.4,2021Q3,FEMALE,ALL,Infectious Syphilis,1.0
Z1.4,2021Q3,FEMALE,ALL,Non-infectious Syphilis,0.0
Z1.4,2021Q3,MALE,ALL,Gonorrhea,3.0
Z1.4,2021Q3,MALE,ALL,Infectious Syphilis,1.0
Z1.4,2021Q3,MALE,ALL,Non-infectious Syphilis,1.0
Z1.4,2021Q3,BOTH,ALL,Gonorrhea,5.0
Z1.4,2021Q3,BOTH,ALL,Infectious Syphilis,2.0
Z1.4,2021Q3,BOTH,ALL,Non-infectious Syphilis,1.0
Z1.4,2021Q4,FEMALE,ALL,Gonorrhea,6.0
Z1.4,2021Q4,FEMALE,ALL,Infectious Syphilis,0.0
Z1.4,2021Q4,FEMALE,ALL,Non-infectious Syphilis,0.0
Z1.4,2021Q4,MALE,ALL,Gonorrhea,4.0
Z1.4,2021Q4,MALE,ALL,Infectious Syphilis,0.0
Z1.4,2021Q4,MALE,ALL,Non-infectious Syphilis,0.0
Z1.4,2021Q4,BOTH,ALL,Gonorrhea,10.0
Z1.4,2021Q4,BOTH,ALL,Infectious Syphilis,0.0
Z1.4,2021Q4,BOTH,ALL,Non-infectious Syphilis,0.0
Z1.4,2022Q1,FEMALE,ALL,Gonorrhea,8.0
Z1.4,2022Q1,FEMALE,ALL,Infectious Syphilis,2.0
Z1.4,2022Q1,FEMALE,ALL,Non-infectious Syphilis,0.0
Z1.4,2022Q1,MALE,ALL,Gonorrhea,4.0
Z1.4,2022Q1,MALE,ALL,Infectious Syphilis,0.0
Z1.4,2022Q1,MALE,ALL,Non-infectious Syphilis,0.0
Z1.4,2022Q1,BOTH,ALL,Gonorrhea,12.0
Z1.4,2022Q1,BOTH,ALL,Infectious Syphilis,2.0
Z1.4,2022Q1,BOTH,ALL,Non-infectious Syphilis,0.0
Z1.4,2022Q2,FEMALE,ALL,Gonorrhea,12.0
Z1.4,2022Q2,FEMALE,ALL,Infectious Syphilis,2.0
Z1.4,2022Q2,FEMALE,ALL,Non-infectious Syphilis,0.0
Z1.4,2022Q2,MALE,ALL,Gonorrhea,7.0
Z1.4,2022Q2,MALE,ALL,Infectious Syphilis,2.0
Z1.4,2022Q2,MALE,ALL,Non-infectious Syphilis,2.0
Z1.4,2022Q2,BOTH,ALL,Gonorrhea,19.0
Z1.4,2022Q2,BOTH,ALL,Infectious Syphilis,4.0
Z1.4,2022Q2,BOTH,ALL,Non-infectious Syphilis,2.0
Z1.4,2022Q3,FEMALE,ALL,Gonorrhea,11.0
Z1.4,2022Q3,FEMALE,ALL,Infectious Syphilis,2.0
Z1.4,2022Q3,FEMALE,ALL,Non-infectious Syphilis,0.0
Z1.4,2022Q3,MALE,ALL,Gonorrhea,7.0
Z1.4,2022Q3,MALE,ALL,Infectious Syphilis,3.0
Z1.4,2022Q3,MALE,ALL,Non-infectious Syphilis,0.0
Z1.4,2022Q3,BOTH,ALL,Gonorrhea,18.0
Z1.4,2022Q3,BOTH,ALL,Infectious Syphilis,5.0
Z1.4,2022Q3,BOTH,ALL,Non-infectious Syphilis,0.0
Z1.5,2019Q1,FEMALE,ALL,Gonorrhea,14.0
Z1.5,2019Q1,FEMALE,ALL,Infectious Syphilis,0.0
Z1.5,2019Q1,FEMALE,ALL,Non-infectious Syphilis,1.0
Z1.5,2019Q1,MALE,ALL,Gonorrhea,11.0
Z1.5,2019Q1,MALE,ALL,Infectious Syphilis,0.0
Z1.5,2019Q1,MALE,ALL,Non-infectious Syphilis,1.0
Z1.5,2019Q1,BOTH,ALL,Gonorrhea,25.0
Z1.5,2019Q1,BOTH,ALL,Infectious Syphilis,0.0
Z1.5,2019Q1,BOTH,ALL,Non-infectious Syphilis,2.0
Z1.5,2019Q2,FEMALE,ALL,Gonorrhea,9.0
Z1.5,2019Q2,FEMALE,ALL,Infectious Syphilis,3.0
Z1.5,2019Q2,FEMALE,ALL,Non-infectious Syphilis,1.0
Z1.5,2019Q2,MALE,ALL,Gonorrhea,9.0
Z1.5,2019Q2,MALE,ALL,Infectious Syphilis,3.0
Z1.5,2019Q2,MALE,ALL,Non-infectious Syphilis,0.0
Z1.5,2019Q2,BOTH,ALL,Gonorrhea,18.0
Z1.5,2019Q2,BOTH,ALL,Infectious Syphilis,6.0
Z1.5,2019Q2,BOTH,ALL,Non-infectious Syphilis,1.0
Z1.5,2019Q3,FEMALE,ALL,Gonorrhea,15.0
Z1.5,2019Q3,FEMALE,ALL,Infectious Syphilis,0.0
Z1.5,2019Q3,FEMALE,ALL,Non-infectious Syphilis,0.0
Z1.5,2019Q3,MALE,ALL,Gonorrhea,15.0
Z1.5,2019Q3,MALE,ALL,Infectious Syphilis,0.0
Z1.5,2019Q3,MALE,ALL,Non-infectious Syphilis,1.0
Z1.5,2019Q3,BOTH,ALL,Gonorrhea,30.0
Z1.5,2019Q3,BOTH,ALL,Infectious Syphilis,0.0
Z1.5,2019Q3,BOTH,ALL,Non-infectious Syphilis,1.0
Z1.5,2019Q4,FEMALE,ALL,Gonorrhea,22.0
Z1.5,2019Q4,FEMALE,ALL,Infectious Syphilis,2.0
Z1.5,2019Q4,FEMALE,ALL,Non-infectious Syphilis,0.0
Z1.5,2019Q4,MALE,ALL,Gonorrhea,15.0
Z1.5,2019Q4,MALE,ALL,Infectious Syphilis,2.0
Z1.5,2019Q4,MALE,ALL,Non-infectious Syphilis,2.0
Z1.5,2019Q4,BOTH,ALL,Gonorrhea,37.0
Z1.5,2019Q4,BOTH,ALL,Infectious Syphilis,4.0
Z1.5,2019Q4,BOTH,ALL,Non-infectious Syphilis,2.0
Z1.5,2020Q1,FEMALE,ALL,Gonorrhea,23.0
Z1.5,2020Q1,FEMALE,ALL,Infectious Syphilis,0.0
Z1.5,2020Q1,FEMALE,ALL,Non-infectious Syphilis,1.0
Z1.5,2020Q1,MALE,ALL,Gonorrhea,24.0
Z1.5,2020Q1,MALE,ALL,Infectious Syphilis,1.0
Z1.5,2020Q1,MALE,ALL,Non-infectious Syphilis,2.0
Z1.5,2020Q1,BOTH,ALL,Gonorrhea,47.0
Z1.5,2020Q1,BOTH,ALL,Infectious Syphilis,1.0
Z1.5,2020Q1,BOTH,ALL,Non-infectious Syphilis,3.0
Z1.5,2020Q2,FEMALE,ALL,Gonorrhea,9.0
Z1.5,2020Q2,FEMALE,ALL,Infectious Syphilis,2.0
Z1.5,2020Q2,FEMALE,ALL,Non-infectious Syphilis,1.0
Z1.5,2020Q2,MALE,ALL,Gonorrhea,5.0
Z1.5,2020Q2,MALE,ALL,Infectious Syphilis,2.0
Z1.5,2020Q2,MALE,ALL,Non-infectious Syphilis,0.0
Z1.5,2020Q2,BOTH,ALL,Gonorrhea,14.0
Z1.5,2020Q2,BOTH,ALL,Infectious Syphilis,4.0
Z1.5,2020Q2,BOTH,ALL,Non-infectious Syphilis,1.0
Z1.5,2020Q3,FEMALE,ALL,Gonorrhea,13.0
Z1.5,2020Q3,FEMALE,ALL,Infectious Syphilis,1.0
Z1.5,2020Q3,FEMALE,ALL,Non-infectious Syphilis,0.0
Z1.5,2020Q3,MALE,ALL,Gonorrhea,13.0
Z1.5,2020Q3,MALE,ALL,Infectious Syphilis,2.0
Z1.5,2020Q3,MALE,ALL,Non-infectious Syphilis,0.0
Z1.5,2020Q3,BOTH,ALL,Gonorrhea,26.0
Z1.5,2020Q3,BOTH,ALL,Infectious Syphilis,3.0
Z1.5,2020Q3,BOTH,ALL,Non-infectious Syphilis,0.0
Z1.5,2020Q4,FEMALE,ALL,Gonorrhea,15.0
Z1.5,2020Q4,FEMALE,ALL,Infectious Syphilis,4.0
Z1.5,2020Q4,FEMALE,ALL,Non-infectious Syphilis,1.0
Z1.5,2020Q4,MALE,ALL,Gonorrhea,21.0
Z1.5,2020Q4,MALE,ALL,Infectious Syphilis,2.0
Z1.5,2020Q4,MALE,ALL,Non-infectious Syphilis,2.0
Z1.5,2020Q4,BOTH,ALL,Gonorrhea,36.0
Z1.5,2020Q4,BOTH,ALL,Infectious Syphilis,6.0
Z1.5,2020Q4,BOTH,ALL,Non-infectious Syphilis,3.0
Z1.5,2021Q1,FEMALE,ALL,Gonorrhea,21.0
Z1.5,2021Q1,FEMALE,ALL,Infectious Syphilis,5.0
Z1.5,2021Q1,FEMALE,ALL,Non-infectious Syphilis,0.0
Z1.5,2021Q1,MALE,ALL,Gonorrhea,22.0
Z1.5,2021Q1,MALE,ALL,Infectious Syphilis,4.0
Z1.5,2021Q1,MALE,ALL,Non-infectious Syphilis,0.0
Z1.5,2021Q1,BOTH,ALL,Gonorrhea,43.0
Z1.5,2021Q1,BOTH,ALL,Infectious Syphilis,9.0
Z1.5,2021Q1,BOTH,ALL,Non-infectious Syphilis,0.0
Z1.5,2021Q2,FEMALE,ALL,Gonorrhea,15.0
Z1.5,2021Q2,FEMALE,ALL,Infectious Syphilis,4.0
Z1.5,2021Q2,FEMALE,ALL,Non-infectious Syphilis,1.0
Z1.5,2021Q2,MALE,ALL,Gonorrhea,16.0
Z1.5,2021Q2,MALE,ALL,Infectious Syphilis,5.0
Z1.5,2021Q2,MALE,ALL,Non-infectious Syphilis,0.0
Z1.5,2021Q2,BOTH,ALL,Gonorrhea,31.0
Z1.5,2021Q2,BOTH,ALL,Infectious Syphilis,9.0
Z1.5,2021Q2,BOTH,ALL,Non-infectious Syphilis,1.0
Z1.5,2021Q3,FEMALE,ALL,Gonorrhea,13.0
Z1.5,2021Q3,FEMALE,ALL,Infectious Syphilis,11.0
Z1.5,2021Q3,FEMALE,ALL,Non-infectious Syphilis,0.0
Z1.5,2021Q3,MALE,ALL,Gonorrhea,16.0
Z1.5,2021Q3,MALE,ALL,Infectious Syphilis,7.0
Z1.5,2021Q3,MALE,ALL,Non-infectious Syphilis,0.0
Z1.5,2021Q3,BOTH,ALL,Gonorrhea,29.0
Z1.5,2021Q3,BOTH,ALL,Infectious Syphilis,18.0
Z1.5,2021Q3,BOTH,ALL,Non-infectious Syphilis,0.0
Z1.5,2021Q4,FEMALE,ALL,Gonorrhea,16.0
Z1.5,2021Q4,FEMALE,ALL,Infectious Syphilis,10.0
Z1.5,2021Q4,FEMALE,ALL,Non-infectious Syphilis,1.0
Z1.5,2021Q4,MALE,ALL,Gonorrhea,11.0
Z1.5,2021Q4,MALE,ALL,Infectious Syphilis,9.0
Z1.5,2021Q4,MALE,ALL,Non-infectious Syphilis,0.0
Z1.5,2021Q4,BOTH,ALL,Gonorrhea,27.0
Z1.5,2021Q4,BOTH,ALL,Infectious Syphilis,19.0
Z1.5,2021Q4,BOTH,ALL,Non-infectious Syphilis,1.0
Z1.5,2022Q1,FEMALE,ALL,Gonorrhea,13.0
Z1.5,2022Q1,FEMALE,ALL,Infectious Syphilis,15.0
Z1.5,2022Q1,FEMALE,ALL,Non-infectious Syphilis,0.0
Z1.5,2022Q1,MALE,ALL,Gonorrhea,13.0
Z1.5,2022Q1,MALE,ALL,Infectious Syphilis,13.0
Z1.5,2022Q1,MALE,ALL,Non-infectious Syphilis,0.0
Z1.5,2022Q1,BOTH,ALL,Gonorrhea,26.0
Z1.5,2022Q1,BOTH,ALL,Infectious Syphilis,28.0
Z1.5,2022Q1,BOTH,ALL,Non-infectious Syphilis,0.0
Z1.5,2022Q2,FEMALE,ALL,Gonorrhea,15.0
Z1.5,2022Q2,FEMALE,ALL,Infectious Syphilis,12.0
Z1.5,2022Q2,FEMALE,ALL,Non-infectious Syphilis,0.0
Z1.5,2022Q2,MALE,ALL,Gonorrhea,8.0
Z1.5,2022Q2,MALE,ALL,Infectious Syphilis,19.0
Z1.5,2022Q2,MALE,ALL,Non-infectious Syphilis,0.0
Z1.5,2022Q2,BOTH,ALL,Gonorrhea,23.0
Z1.5,2022Q2,BOTH,ALL,Infectious Syphilis,31.0
Z1.5,2022Q2,BOTH,ALL,Non-infectious Syphilis,0.0
Z1.5,2022Q3,FEMALE,ALL,Gonorrhea,12.0
Z1.5,2022Q3,FEMALE,ALL,Infectious Syphilis,13.0
Z1.5,2022Q3,FEMALE,ALL,Non-infectious Syphilis,2.0
Z1.5,2022Q3,MALE,ALL,Gonorrhea,13.0
Z1.5,2022Q3,MALE,ALL,Infectious Syphilis,10.0
Z1.5,2022Q3,MALE,ALL,Non-infectious Syphilis,3.0
Z1.5,2022Q3,BOTH,ALL,Gonorrhea,25.0
Z1.5,2022Q3,BOTH,ALL,Infectious Syphilis,23.0
Z1.5,2022Q3,BOTH,ALL,Non-infectious Syphilis,5.0
Z2.1,2019Q1,FEMALE,ALL,Gonorrhea,20.0
Z2.1,2019Q1,FEMALE,ALL,Infectious Syphilis,3.0
Z2.1,2019Q1,FEMALE,ALL,Non-infectious Syphilis,2.0
Z2.1,2019Q1,MALE,ALL,Gonorrhea,50.0
Z2.1,2019Q1,MALE,ALL,Infectious Syphilis,6.0
Z2.1,2019Q1,MALE,ALL,Non-infectious Syphilis,3.0
Z2.1,2019Q1,BOTH,ALL,Gonorrhea,70.0
Z2.1,2019Q1,BOTH,ALL,Infectious Syphilis,9.0
Z2.1,2019Q1,BOTH,ALL,Non-infectious Syphilis,5.0
Z2.1,2019Q2,FEMALE,ALL,Gonorrhea,27.0
Z2.1,2019Q2,FEMALE,ALL,Infectious Syphilis,4.0
Z2.1,2019Q2,FEMALE,ALL,Non-infectious Syphilis,3.0
Z2.1,2019Q2,MALE,ALL,Gonorrhea,42.0
Z2.1,2019Q2,MALE,ALL,Infectious Syphilis,5.0
Z2.1,2019Q2,MALE,ALL,Non-infectious Syphilis,3.0
Z2.1,2019Q2,BOTH,ALL,Gonorrhea,69.0
Z2.1,2019Q2,BOTH,ALL,Infectious Syphilis,9.0
Z2.1,2019Q2,BOTH,ALL,Non-infectious Syphilis,6.0
Z2.1,2019Q3,FEMALE,ALL,Gonorrhea,35.0
Z2.1,2019Q3,FEMALE,ALL,Infectious Syphilis,3.0
Z2.1,2019Q3,FEMALE,ALL,Non-infectious Syphilis,4.0
Z2.1,2019Q3,MALE,ALL,Gonorrhea,71.0
Z2.1,2019Q3,MALE,ALL,Infectious Syphilis,6.0
Z2.1,2019Q3,MALE,ALL,Non-infectious Syphilis,3.0
Z2.1,2019Q3,BOTH,ALL,Gonorrhea,107.0
Z2.1,2019Q3,BOTH,ALL,Infectious Syphilis,9.0
Z2.1,2019Q3,BOTH,ALL,Non-infectious Syphilis,7.0
Z2.1,2019Q4,FEMALE,ALL,Gonorrhea,29.0
Z2.1,2019Q4,FEMALE,ALL,Infectious Syphilis,4.0
Z2.1,2019Q4,FEMALE,ALL,Non-infectious Syphilis,7.0
Z2.1,2019Q4,MALE,ALL,Gonorrhea,54.0
Z2.1,2019Q4,MALE,ALL,Infectious Syphilis,7.0
Z2.1,2019Q4,MALE,ALL,Non-infectious Syphilis,2.0
Z2.1,2019Q4,BOTH,ALL,Gonorrhea,83.0
Z2.1,2019Q4,BOTH,ALL,Infectious Syphilis,11.0
Z2.1,2019Q4,BOTH,ALL,Non-infectious Syphilis,9.0
Z2.1,2020Q1,FEMALE,ALL,Gonorrhea,19.0
Z2.1,2020Q1,FEMALE,ALL,Infectious Syphilis,4.0
Z2.1,2020Q1,FEMALE,ALL,Non-infectious Syphilis,5.0
Z2.1,2020Q1,MALE,ALL,Gonorrhea,64.0
Z2.1,2020Q1,MALE,ALL,Infectious Syphilis,13.0
Z2.1,2020Q1,MALE,ALL,Non-infectious Syphilis,4.0
Z2.1,2020Q1,BOTH,ALL,Gonorrhea,84.0
Z2.1,2020Q1,BOTH,ALL,Infectious Syphilis,17.0
Z2.1,2020Q1,BOTH,ALL,Non-infectious Syphilis,9.0
Z2.1,2020Q2,FEMALE,ALL,Gonorrhea,14.0
Z2.1,2020Q2,FEMALE,ALL,Infectious Syphilis,3.0
Z2.1,2020Q2,FEMALE,ALL,Non-infectious Syphilis,1.0
Z2.1,2020Q2,MALE,ALL,Gonorrhea,34.0
Z2.1,2020Q2,MALE,ALL,Infectious Syphilis,13.0
Z2.1,2020Q2,MALE,ALL,Non-infectious Syphilis,1.0
Z2.1,2020Q2,BOTH,ALL,Gonorrhea,48.0
Z2.1,2020Q2,BOTH,ALL,Infectious Syphilis,16.0
Z2.1,2020Q2,BOTH,ALL,Non-infectious Syphilis,2.0
Z2.1,2020Q3,FEMALE,ALL,Gonorrhea,19.0
Z2.1,2020Q3,FEMALE,ALL,Infectious Syphilis,3.0
Z2.1,2020Q3,FEMALE,ALL,Non-infectious Syphilis,1.0
Z2.1,2020Q3,MALE,ALL,Gonorrhea,44.0
Z2.1,2020Q3,MALE,ALL,Infectious Syphilis,12.0
Z2.1,2020Q3,MALE,ALL,Non-infectious Syphilis,0.0
Z2.1,2020Q3,BOTH,ALL,Gonorrhea,63.0
Z2.1,2020Q3,BOTH,ALL,Infectious Syphilis,15.0
Z2.1,2020Q3,BOTH,ALL,Non-infectious Syphilis,1.0
Z2.1,2020Q4,FEMALE,ALL,Gonorrhea,32.0
Z2.1,2020Q4,FEMALE,ALL,Infectious Syphilis,9.0
Z2.1,2020Q4,FEMALE,ALL,Non-infectious Syphilis,1.0
Z2.1,2020Q4,MALE,ALL,Gonorrhea,56.0
Z2.1,2020Q4,MALE,ALL,Infectious Syphilis,17.0
Z2.1,2020Q4,MALE,ALL,Non-infectious Syphilis,8.0
Z2.1,2020Q4,BOTH,ALL,Gonorrhea,88.0
Z2.1,2020Q4,BOTH,ALL,Infectious Syphilis,26.0
Z2.1,2020Q4,BOTH,ALL,Non-infectious Syphilis,9.0
Z2.1,2021Q1,FEMALE,ALL,Gonorrhea,20.0
Z2.1,2021Q1,FEMALE,ALL,Infectious Syphilis,19.0
Z2.1,2021Q1,FEMALE,ALL,Non-infectious Syphilis,3.0
Z2.1,2021Q1,MALE,ALL,Gonorrhea,49.0
Z2.1,2021Q1,MALE,ALL,Infectious Syphilis,22.0
Z2.1,2021Q1,MALE,ALL,Non-infectious Syphilis,2.0
Z2.1,2021Q1,BOTH,ALL,Gonorrhea,69.0
Z2.1,2021Q1,BOTH,ALL,Infectious Syphilis,41.0
Z2.1,2021Q1,BOTH,ALL,Non-infectious Syphilis,5.0
Z2.1,2021Q2,FEMALE,ALL,Gonorrhea,22.0
Z2.1,2021Q2,FEMALE,ALL,Infectious Syphilis,8.0
Z2.1,2021Q2,FEMALE,ALL,Non-infectious Syphilis,3.0
Z2.1,2021Q2,MALE,ALL,Gonorrhea,38.0
Z2.1,2021Q2,MALE,ALL,Infectious Syphilis,20.0
Z2.1,2021Q2,MALE,ALL,Non-infectious Syphilis,5.0
Z2.1,2021Q2,BOTH,ALL,Gonorrhea,60.0
Z2.1,2021Q2,BOTH,ALL,Infectious Syphilis,28.0
Z2.1,2021Q2,BOTH,ALL,Non-infectious Syphilis,8.0
Z2.1,2021Q3,FEMALE,ALL,Gonorrhea,32.0
Z2.1,2021Q3,FEMALE,ALL,Infectious Syphilis,18.0
Z2.1,2021Q3,FEMALE,ALL,Non-infectious Syphilis,5.0
Z2.1,2021Q3,MALE,ALL,Gonorrhea,49.0
Z2.1,2021Q3,MALE,ALL,Infectious Syphilis,28.0
Z2.1,2021Q3,MALE,ALL,Non-infectious Syphilis,6.0
Z2.1,2021Q3,BOTH,ALL,Gonorrhea,81.0
Z2.1,2021Q3,BOTH,ALL,Infectious Syphilis,46.0
Z2.1,2021Q3,BOTH,ALL,Non-infectious Syphilis,11.0
Z2.1,2021Q4,FEMALE,ALL,Gonorrhea,32.0
Z2.1,2021Q4,FEMALE,ALL,Infectious Syphilis,17.0
Z2.1,2021Q4,FEMALE,ALL,Non-infectious Syphilis,4.0
Z2.1,2021Q4,MALE,ALL,Gonorrhea,60.0
Z2.1,2021Q4,MALE,ALL,Infectious Syphilis,24.0
Z2.1,2021Q4,MALE,ALL,Non-infectious Syphilis,7.0
Z2.1,2021Q4,BOTH,ALL,Gonorrhea,92.0
Z2.1,2021Q4,BOTH,ALL,Infectious Syphilis,41.0
Z2.1,2021Q4,BOTH,ALL,Non-infectious Syphilis,11.0
Z2.1,2022Q1,FEMALE,ALL,Gonorrhea,24.0
Z2.1,2022Q1,FEMALE,ALL,Infectious Syphilis,13.0
Z2.1,2022Q1,FEMALE,ALL,Non-infectious Syphilis,3.0
Z2.1,2022Q1,MALE,ALL,Gonorrhea,55.0
Z2.1,2022Q1,MALE,ALL,Infectious Syphilis,25.0
Z2.1,2022Q1,MALE,ALL,Non-infectious Syphilis,4.0
Z2.1,2022Q1,BOTH,ALL,Gonorrhea,79.0
Z2.1,2022Q1,BOTH,ALL,Infectious Syphilis,38.0
Z2.1,2022Q1,BOTH,ALL,Non-infectious Syphilis,7.0
Z2.1,2022Q2,FEMALE,ALL,Gonorrhea,31.0
Z2.1,2022Q2,FEMALE,ALL,Infectious Syphilis,17.0
Z2.1,2022Q2,FEMALE,ALL,Non-infectious Syphilis,4.0
Z2.1,2022Q2,MALE,ALL,Gonorrhea,53.0
Z2.1,2022Q2,MALE,ALL,Infectious Syphilis,18.0
